investor_id,scheme_code,scheme_name,sebi_category,month_date,tenure_months,sip_amount,payment_status,nav_value,age,city_tier,occupation_type,discontinued,discontinuation_date
INV10002,SCH110,Balanced Advantage Fund,Large Cap Equity,2024-01-01,5,1000,Paid,126.0771,38,Tier 1,Salaried,1,2025-03-01
INV10002,SCH110,Balanced Advantage Fund,Large Cap Equity,2024-02-01,6,1000,Paid,124.0523,38,Tier 1,Salaried,1,2025-03-01
INV10002,SCH110,Balanced Advantage Fund,Large Cap Equity,2024-03-01,7,1000,Paid,126.5477,38,Tier 1,Salaried,1,2025-03-01
INV10002,SCH110,Balanced Advantage Fund,Large Cap Equity,2024-04-01,8,1000,Paid,129.201,38,Tier 1,Salaried,1,2025-03-01
INV10002,SCH110,Balanced Advantage Fund,Large Cap Equity,2024-05-01,9,1000,Paid,127.8725,38,Tier 1,Salaried,1,2025-03-01
INV10002,SCH110,Balanced Advantage Fund,Large Cap Equity,2024-06-01,10,1000,Paid,127.3472,38,Tier 1,Salaried,1,2025-03-01
INV10002,SCH110,Balanced Advantage Fund,Large Cap Equity,2024-07-01,11,1000,Paid,133.2697,38,Tier 1,Salaried,1,2025-03-01
INV10002,SCH110,Balanced Advantage Fund,Large Cap Equity,2024-08-01,12,1000,Paid,140.0706,38,Tier 1,Salaried,1,2025-03-01
INV10002,SCH110,Balanced Advantage Fund,Large Cap Equity,2024-09-01,13,1000,Missed,139.0626,38,Tier 1,Salaried,1,2025-03-01
INV10002,SCH110,Balanced Advantage Fund,Large Cap Equity,2024-10-01,14,1000,Paid,138.1953,38,Tier 1,Salaried,1,2025-03-01
INV10002,SCH110,Balanced Advantage Fund,Large Cap Equity,2024-11-01,15,1000,Missed,133.221,38,Tier 1,Salaried,1,2025-03-01
INV10002,SCH110,Balanced Advantage Fund,Large Cap Equity,2024-12-01,16,1000,Paid,132.6576,38,Tier 1,Salaried,1,2025-03-01
INV10002,SCH110,Balanced Advantage Fund,Large Cap Equity,2025-01-01,17,1000,Missed,133.5197,38,Tier 1,Salaried,1,2025-03-01
INV10002,SCH110,Balanced Advantage Fund,Large Cap Equity,2025-02-01,18,1000,Missed,126.9542,38,Tier 1,Salaried,1,2025-03-01
INV10002,SCH110,Balanced Advantage Fund,Large Cap Equity,2025-03-01,19,1000,Missed,129.2869,38,Tier 1,Salaried,1,2025-03-01
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,2024-06-01,1,2000,Paid,110.8952,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,2024-07-01,2,2000,Paid,106.6339,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,2024-08-01,3,2000,Paid,113.6278,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,2024-09-01,4,2000,Paid,111.3943,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,2024-10-01,5,2000,Missed,119.1509,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,2024-11-01,6,2000,Paid,120.8418,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,2024-12-01,7,2000,Missed,120.5157,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,2025-01-01,8,2000,Missed,112.9416,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,2025-02-01,9,2000,Paid,109.203,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,2025-03-01,10,2000,Paid,109.642,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,2025-04-01,11,2000,Paid,114.9776,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,2025-05-01,12,2000,Paid,108.3515,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,2025-06-01,13,2000,Paid,111.8827,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,2025-07-01,14,2000,Paid,112.1841,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,2025-08-01,15,2000,Paid,114.5048,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,2025-09-01,16,2000,Missed,119.3667,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,2025-10-01,17,2000,Paid,122.5208,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,2025-11-01,18,2000,Missed,120.2246,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,2025-12-01,19,2000,Paid,124.5461,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,2026-01-01,20,2000,Paid,132.4836,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,2026-02-01,21,2000,Paid,138.2428,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,2026-03-01,22,2000,Paid,132.8154,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,2026-04-01,23,2000,Paid,136.2731,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,2026-05-01,24,2000,Paid,131.5496,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,2026-06-01,25,2000,Paid,131.0352,28,Tier 1,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,2024-06-01,1,500,Paid,93.4931,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,2024-07-01,2,500,Paid,93.6338,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,2024-08-01,3,500,Paid,92.0745,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,2024-09-01,4,500,Paid,93.261,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,2024-10-01,5,500,Missed,93.1236,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,2024-11-01,6,500,Missed,92.7376,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,2024-12-01,7,500,Paid,92.1925,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,2025-01-01,8,500,Paid,92.5498,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,2025-02-01,9,500,Paid,92.441,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,2025-03-01,10,500,Paid,92.8449,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,2025-04-01,11,500,Paid,92.1455,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,2025-05-01,12,500,Paid,94.5497,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,2025-06-01,13,500,Paid,95.7683,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,2025-07-01,14,500,Paid,96.2004,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,2025-08-01,15,500,Missed,94.8161,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,2025-09-01,16,500,Paid,97.157,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,2025-10-01,17,500,Paid,96.5153,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,2025-11-01,18,500,Missed,97.2294,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,2025-12-01,19,500,Paid,96.6639,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,2026-01-01,20,500,Missed,98.5102,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,2026-02-01,21,500,Missed,95.1895,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,2026-03-01,22,500,Paid,94.5993,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,2026-04-01,23,500,Paid,96.4485,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,2026-05-01,24,500,Paid,95.5321,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,2026-06-01,25,500,Paid,92.4136,29,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,2024-03-01,1,10000,Paid,69.3975,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,2024-04-01,2,10000,Missed,73.041,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,2024-05-01,3,10000,Paid,74.2799,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,2024-06-01,4,10000,Paid,73.532,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,2024-07-01,5,10000,Paid,72.1856,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,2024-08-01,6,10000,Paid,71.6336,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,2024-09-01,7,10000,Paid,72.4596,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,2024-10-01,8,10000,Paid,70.4959,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,2024-11-01,9,10000,Paid,72.4196,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,2024-12-01,10,10000,Paid,70.3138,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,2025-01-01,11,10000,Paid,68.884,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,2025-02-01,12,10000,Paid,71.6487,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,2025-03-01,13,10000,Missed,73.3716,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,2025-04-01,14,10000,Paid,70.9776,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,2025-05-01,15,10000,Paid,70.5818,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,2025-06-01,16,10000,Paid,68.0487,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,2025-07-01,17,10000,Missed,70.5856,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,2025-08-01,18,10000,Missed,73.2151,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,2025-09-01,19,10000,Paid,78.3429,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,2025-10-01,20,10000,Paid,85.0692,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,2025-11-01,21,10000,Paid,83.7406,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,2025-12-01,22,10000,Missed,86.332,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,2026-01-01,23,10000,Paid,81.1598,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,2026-02-01,24,10000,Missed,82.1728,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,2026-03-01,25,10000,Paid,83.8894,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,2026-04-01,26,10000,Paid,81.5966,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,2026-05-01,27,10000,Paid,80.1528,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,2026-06-01,28,10000,Paid,83.1596,31,Tier 2,Salaried,0,
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,2023-08-01,1,2000,Missed,88.8761,32,Tier 3,Self-Employed,1,2024-12-01
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,2023-09-01,2,2000,Missed,98.0656,32,Tier 3,Self-Employed,1,2024-12-01
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,2023-10-01,3,2000,Paid,104.0514,32,Tier 3,Self-Employed,1,2024-12-01
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,2023-11-01,4,2000,Paid,110.4066,32,Tier 3,Self-Employed,1,2024-12-01
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,2023-12-01,5,2000,Missed,105.9957,32,Tier 3,Self-Employed,1,2024-12-01
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,2024-01-01,6,2000,Missed,110.566,32,Tier 3,Self-Employed,1,2024-12-01
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,2024-02-01,7,2000,Paid,102.4973,32,Tier 3,Self-Employed,1,2024-12-01
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,2024-03-01,8,2000,Paid,109.7104,32,Tier 3,Self-Employed,1,2024-12-01
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,2024-04-01,9,2000,Missed,112.5109,32,Tier 3,Self-Employed,1,2024-12-01
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,2024-05-01,10,2000,Missed,111.2541,32,Tier 3,Self-Employed,1,2024-12-01
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,2024-06-01,11,2000,Paid,97.8044,32,Tier 3,Self-Employed,1,2024-12-01
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,2024-07-01,12,2000,Paid,96.5323,32,Tier 3,Self-Employed,1,2024-12-01
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,2024-08-01,13,2000,Paid,96.9808,32,Tier 3,Self-Employed,1,2024-12-01
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,2024-09-01,14,2000,Paid,98.0042,32,Tier 3,Self-Employed,1,2024-12-01
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,2024-10-01,15,2000,Missed,96.9887,32,Tier 3,Self-Employed,1,2024-12-01
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,2024-11-01,16,2000,Missed,94.3942,32,Tier 3,Self-Employed,1,2024-12-01
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,2024-12-01,17,2000,Missed,90.0317,32,Tier 3,Self-Employed,1,2024-12-01
INV10007,SCH103,Midcap Advantage Fund,Flexi Cap Equity,2024-06-01,1,1000,Paid,20.5467,34,Tier 1,Salaried,1,2025-06-01
INV10007,SCH103,Midcap Advantage Fund,Flexi Cap Equity,2024-07-01,2,1000,Paid,21.3445,34,Tier 1,Salaried,1,2025-06-01
INV10007,SCH103,Midcap Advantage Fund,Flexi Cap Equity,2024-08-01,3,1000,Missed,20.226,34,Tier 1,Salaried,1,2025-06-01
INV10007,SCH103,Midcap Advantage Fund,Flexi Cap Equity,2024-09-01,4,1000,Paid,21.0969,34,Tier 1,Salaried,1,2025-06-01
INV10007,SCH103,Midcap Advantage Fund,Flexi Cap Equity,2024-10-01,5,1000,Paid,21.5493,34,Tier 1,Salaried,1,2025-06-01
INV10007,SCH103,Midcap Advantage Fund,Flexi Cap Equity,2024-11-01,6,1000,Paid,21.1256,34,Tier 1,Salaried,1,2025-06-01
INV10007,SCH103,Midcap Advantage Fund,Flexi Cap Equity,2024-12-01,7,1000,Missed,21.6984,34,Tier 1,Salaried,1,2025-06-01
INV10007,SCH103,Midcap Advantage Fund,Flexi Cap Equity,2025-01-01,8,1000,Missed,22.055,34,Tier 1,Salaried,1,2025-06-01
INV10007,SCH103,Midcap Advantage Fund,Flexi Cap Equity,2025-02-01,9,1000,Paid,22.4712,34,Tier 1,Salaried,1,2025-06-01
INV10007,SCH103,Midcap Advantage Fund,Flexi Cap Equity,2025-03-01,10,1000,Paid,22.7224,34,Tier 1,Salaried,1,2025-06-01
INV10007,SCH103,Midcap Advantage Fund,Flexi Cap Equity,2025-04-01,11,1000,Missed,22.1581,34,Tier 1,Salaried,1,2025-06-01
INV10007,SCH103,Midcap Advantage Fund,Flexi Cap Equity,2025-05-01,12,1000,Missed,21.7387,34,Tier 1,Salaried,1,2025-06-01
INV10007,SCH103,Midcap Advantage Fund,Flexi Cap Equity,2025-06-01,13,1000,Missed,21.6879,34,Tier 1,Salaried,1,2025-06-01
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2023-09-01,1,5000,Paid,49.3434,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2023-10-01,2,5000,Paid,46.2372,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2023-11-01,3,5000,Paid,47.6615,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2023-12-01,4,5000,Paid,46.6794,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2024-01-01,5,5000,Missed,47.4286,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2024-02-01,6,5000,Paid,47.0864,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2024-03-01,7,5000,Paid,47.825,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2024-04-01,8,5000,Paid,45.9401,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2024-05-01,9,5000,Paid,44.9971,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2024-06-01,10,5000,Paid,46.2253,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2024-07-01,11,5000,Paid,50.9777,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2024-08-01,12,5000,Paid,53.814,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2024-09-01,13,5000,Paid,51.1444,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2024-10-01,14,5000,Paid,50.9449,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2024-11-01,15,5000,Paid,50.1467,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2024-12-01,16,5000,Paid,50.3923,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2025-01-01,17,5000,Missed,51.1792,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2025-02-01,18,5000,Paid,50.4797,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2025-03-01,19,5000,Paid,52.5752,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2025-04-01,20,5000,Paid,55.1098,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2025-05-01,21,5000,Paid,57.6429,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2025-06-01,22,5000,Paid,56.1388,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2025-07-01,23,5000,Paid,57.1174,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2025-08-01,24,5000,Missed,59.5307,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2025-09-01,25,5000,Paid,61.5958,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2025-10-01,26,5000,Paid,63.5716,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2025-11-01,27,5000,Paid,67.1558,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2025-12-01,28,5000,Paid,66.4786,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2026-01-01,29,5000,Missed,62.8333,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2026-02-01,30,5000,Missed,62.5592,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2026-03-01,31,5000,Paid,62.4088,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2026-04-01,32,5000,Paid,68.3634,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2026-05-01,33,5000,Paid,67.237,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),2026-06-01,34,5000,Paid,70.4185,39,Tier 2,Self-Employed,0,
INV10009,SCH113,Income Plus Fund,Flexi Cap Equity,2023-10-01,1,1000,Missed,88.9944,23,Tier 2,Salaried,1,2024-06-01
INV10009,SCH113,Income Plus Fund,Flexi Cap Equity,2023-11-01,2,1000,Missed,89.5209,23,Tier 2,Salaried,1,2024-06-01
INV10009,SCH113,Income Plus Fund,Flexi Cap Equity,2023-12-01,3,1000,Paid,88.2117,23,Tier 2,Salaried,1,2024-06-01
INV10009,SCH113,Income Plus Fund,Flexi Cap Equity,2024-01-01,4,1000,Missed,91.5621,23,Tier 2,Salaried,1,2024-06-01
INV10009,SCH113,Income Plus Fund,Flexi Cap Equity,2024-02-01,5,1000,Missed,87.158,23,Tier 2,Salaried,1,2024-06-01
