investor_id,scheme_code,scheme_name,sebi_category,month_date,tenure_months,sip_amount,payment_status,nav_value,age,city_tier,occupation_type,discontinued,discontinuation_date
INV10002,SCH110,Balanced Advantage Fund,Large Cap Equity,01-07-2024,11,1000,Paid,133.27,38,Tier 1,Salaried,1,01-03-2025
INV10002,SCH110,Balanced Advantage Fund,Large Cap Equity,01-08-2024,12,1000,Paid,140.07,38,Tier 1,Salaried,1,01-03-2025
INV10002,SCH110,Balanced Advantage Fund,Large Cap Equity,01-09-2024,13,1000,Missed,139.06,38,Tier 1,Salaried,1,01-03-2025
INV10002,SCH110,Balanced Advantage Fund,Large Cap Equity,01-10-2024,14,1000,Paid,138.2,38,Tier 1,Salaried,1,01-03-2025
INV10002,SCH110,Balanced Advantage Fund,Large Cap Equity,01-11-2024,15,1000,Missed,133.22,38,Tier 1,Salaried,1,01-03-2025
INV10002,SCH110,Balanced Advantage Fund,Large Cap Equity,01-12-2024,16,1000,Paid,132.66,38,Tier 1,Salaried,1,01-03-2025
INV10002,SCH110,Balanced Advantage Fund,Large Cap Equity,01-01-2025,17,1000,Missed,133.52,38,Tier 1,Salaried,1,01-03-2025
INV10002,SCH110,Balanced Advantage Fund,Large Cap Equity,01-02-2025,18,1000,Missed,126.95,38,Tier 1,Salaried,1,01-03-2025
INV10002,SCH110,Balanced Advantage Fund,Large Cap Equity,01-03-2025,19,1000,Missed,129.29,38,Tier 1,Salaried,1,01-03-2025
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,01-06-2024,1,2000,Paid,110.9,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,01-07-2024,2,2000,Paid,106.63,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,01-08-2024,3,2000,Paid,113.63,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,01-09-2024,4,2000,Paid,111.39,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,01-10-2024,5,2000,Missed,119.15,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,01-11-2024,6,2000,Paid,120.84,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,01-12-2024,7,2000,Missed,120.52,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,01-01-2025,8,2000,Missed,112.94,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,01-02-2025,9,2000,Paid,109.2,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,01-03-2025,10,2000,Paid,109.64,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,01-04-2025,11,2000,Paid,114.98,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,01-05-2025,12,2000,Paid,108.35,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,01-06-2025,13,2000,Paid,111.88,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,01-07-2025,14,2000,Paid,112.18,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,01-08-2025,15,2000,Paid,114.5,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,01-09-2025,16,2000,Missed,119.37,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,01-10-2025,17,2000,Paid,122.52,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,01-11-2025,18,2000,Missed,120.22,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,01-12-2025,19,2000,Paid,124.55,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,01-01-2026,20,2000,Paid,132.48,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,01-02-2026,21,2000,Paid,138.24,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,01-03-2026,22,2000,Paid,132.82,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,01-04-2026,23,2000,Paid,136.27,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,01-05-2026,24,2000,Paid,131.55,28,Tier 1,Salaried,0,
INV10003,SCH120,Next50 Index Fund,Large Cap Equity,01-06-2026,25,2000,Paid,131.04,28,Tier 1,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,01-06-2024,1,500,Paid,93.49,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,01-07-2024,2,500,Paid,93.63,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,01-08-2024,3,500,Paid,92.07,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,01-09-2024,4,500,Paid,93.26,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,01-10-2024,5,500,Missed,93.12,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,01-11-2024,6,500,Missed,92.74,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,01-12-2024,7,500,Paid,92.19,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,01-01-2025,8,500,Paid,92.55,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,01-02-2025,9,500,Paid,92.44,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,01-03-2025,10,500,Paid,92.84,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,01-04-2025,11,500,Paid,92.15,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,01-05-2025,12,500,Paid,94.55,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,01-06-2025,13,500,Paid,95.77,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,01-07-2025,14,500,Paid,96.2,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,01-08-2025,15,500,Missed,94.82,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,01-09-2025,16,500,Paid,97.16,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,01-10-2025,17,500,Paid,96.52,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,01-11-2025,18,500,Missed,97.23,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,01-12-2025,19,500,Paid,96.66,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,01-01-2026,20,500,Missed,98.51,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,01-02-2026,21,500,Missed,95.19,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,01-03-2026,22,500,Paid,94.6,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,01-04-2026,23,500,Paid,96.45,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,01-05-2026,24,500,Paid,95.53,29,Tier 2,Salaried,0,
INV10004,SCH116,Liquid Cash Fund,Debt - Short Duration,01-06-2026,25,500,Paid,92.41,29,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,01-03-2024,1,10000,Paid,69.4,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,01-04-2024,2,10000,Missed,73.04,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,01-05-2024,3,10000,Paid,74.28,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,01-06-2024,4,10000,Paid,73.53,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,01-07-2024,5,10000,Paid,72.19,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,01-08-2024,6,10000,Paid,71.63,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,01-09-2024,7,10000,Paid,72.46,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,01-10-2024,8,10000,Paid,70.5,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,01-11-2024,9,10000,Paid,72.42,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,01-12-2024,10,10000,Paid,70.31,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,01-01-2025,11,10000,Paid,68.88,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,01-02-2025,12,10000,Paid,71.65,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,01-03-2025,13,10000,Missed,73.37,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,01-04-2025,14,10000,Paid,70.98,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,01-05-2025,15,10000,Paid,70.58,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,01-06-2025,16,10000,Paid,68.05,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,01-07-2025,17,10000,Missed,70.59,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,01-08-2025,18,10000,Missed,73.22,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,01-09-2025,19,10000,Paid,78.34,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,01-10-2025,20,10000,Paid,85.07,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,01-11-2025,21,10000,Paid,83.74,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,01-12-2025,22,10000,Missed,86.33,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,01-01-2026,23,10000,Paid,81.16,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,01-02-2026,24,10000,Missed,82.17,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,01-03-2026,25,10000,Paid,83.89,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,01-04-2026,26,10000,Paid,81.6,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,01-05-2026,27,10000,Paid,80.15,31,Tier 2,Salaried,0,
INV10005,SCH115,Credit Opportunities Fund,Balanced Hybrid,01-06-2026,28,10000,Paid,83.16,31,Tier 2,Salaried,0,
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,01-08-2023,1,2000,Missed,88.88,32,Tier 3,Self-Employed,1,01-12-2024
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,01-09-2023,2,2000,Missed,98.07,32,Tier 3,Self-Employed,1,01-12-2024
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,01-10-2023,3,2000,Paid,104.05,32,Tier 3,Self-Employed,1,01-12-2024
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,01-11-2023,4,2000,Paid,110.41,32,Tier 3,Self-Employed,1,01-12-2024
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,01-12-2023,5,2000,Missed,106,32,Tier 3,Self-Employed,1,01-12-2024
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,01-01-2024,6,2000,Missed,110.57,32,Tier 3,Self-Employed,1,01-12-2024
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,01-02-2024,7,2000,Paid,102.5,32,Tier 3,Self-Employed,1,01-12-2024
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,01-03-2024,8,2000,Paid,109.71,32,Tier 3,Self-Employed,1,01-12-2024
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,01-04-2024,9,2000,Missed,112.51,32,Tier 3,Self-Employed,1,01-12-2024
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,01-05-2024,10,2000,Missed,111.25,32,Tier 3,Self-Employed,1,01-12-2024
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,01-06-2024,11,2000,Paid,97.8,32,Tier 3,Self-Employed,1,01-12-2024
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,01-07-2024,12,2000,Paid,96.53,32,Tier 3,Self-Employed,1,01-12-2024
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,01-08-2024,13,2000,Paid,96.98,32,Tier 3,Self-Employed,1,01-12-2024
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,01-09-2024,14,2000,Paid,98,32,Tier 3,Self-Employed,1,01-12-2024
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,01-10-2024,15,2000,Missed,96.99,32,Tier 3,Self-Employed,1,01-12-2024
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,01-11-2024,16,2000,Missed,94.39,32,Tier 3,Self-Employed,1,01-12-2024
INV10006,SCH102,Emerging Leaders Fund,Small Cap Equity,01-12-2024,17,2000,Missed,90.03,32,Tier 3,Self-Employed,1,01-12-2024
INV10007,SCH103,Midcap Advantage Fund,Flexi Cap Equity,01-06-2024,1,1000,Paid,20.55,34,Tier 1,Salaried,1,01-06-2025
INV10007,SCH103,Midcap Advantage Fund,Flexi Cap Equity,01-07-2024,2,1000,Paid,21.34,34,Tier 1,Salaried,1,01-06-2025
INV10007,SCH103,Midcap Advantage Fund,Flexi Cap Equity,01-08-2024,3,1000,Missed,20.23,34,Tier 1,Salaried,1,01-06-2025
INV10007,SCH103,Midcap Advantage Fund,Flexi Cap Equity,01-09-2024,4,1000,Paid,21.1,34,Tier 1,Salaried,1,01-06-2025
INV10007,SCH103,Midcap Advantage Fund,Flexi Cap Equity,01-10-2024,5,1000,Paid,21.55,34,Tier 1,Salaried,1,01-06-2025
INV10007,SCH103,Midcap Advantage Fund,Flexi Cap Equity,01-11-2024,6,1000,Paid,21.13,34,Tier 1,Salaried,1,01-06-2025
INV10007,SCH103,Midcap Advantage Fund,Flexi Cap Equity,01-12-2024,7,1000,Missed,21.7,34,Tier 1,Salaried,1,01-06-2025
INV10007,SCH103,Midcap Advantage Fund,Flexi Cap Equity,01-01-2025,8,1000,Missed,22.06,34,Tier 1,Salaried,1,01-06-2025
INV10007,SCH103,Midcap Advantage Fund,Flexi Cap Equity,01-02-2025,9,1000,Paid,22.47,34,Tier 1,Salaried,1,01-06-2025
INV10007,SCH103,Midcap Advantage Fund,Flexi Cap Equity,01-03-2025,10,1000,Paid,22.72,34,Tier 1,Salaried,1,01-06-2025
INV10007,SCH103,Midcap Advantage Fund,Flexi Cap Equity,01-04-2025,11,1000,Missed,22.16,34,Tier 1,Salaried,1,01-06-2025
INV10007,SCH103,Midcap Advantage Fund,Flexi Cap Equity,01-05-2025,12,1000,Missed,21.74,34,Tier 1,Salaried,1,01-06-2025
INV10007,SCH103,Midcap Advantage Fund,Flexi Cap Equity,01-06-2025,13,1000,Missed,21.69,34,Tier 1,Salaried,1,01-06-2025
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-09-2023,1,5000,Paid,49.34,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-10-2023,2,5000,Paid,46.24,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-11-2023,3,5000,Paid,47.66,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-12-2023,4,5000,Paid,46.68,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-01-2024,5,5000,Missed,47.43,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-02-2024,6,5000,Paid,47.09,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-03-2024,7,5000,Paid,47.83,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-04-2024,8,5000,Paid,45.94,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-05-2024,9,5000,Paid,45,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-06-2024,10,5000,Paid,46.23,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-07-2024,11,5000,Paid,50.98,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-08-2024,12,5000,Paid,53.81,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-09-2024,13,5000,Paid,51.14,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-10-2024,14,5000,Paid,50.94,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-11-2024,15,5000,Paid,50.15,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-12-2024,16,5000,Paid,50.39,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-01-2025,17,5000,Missed,51.18,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-02-2025,18,5000,Paid,50.48,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-03-2025,19,5000,Paid,52.58,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-04-2025,20,5000,Paid,55.11,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-05-2025,21,5000,Paid,57.64,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-06-2025,22,5000,Paid,56.14,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-07-2025,23,5000,Paid,57.12,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-08-2025,24,5000,Missed,59.53,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-09-2025,25,5000,Paid,61.6,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-10-2025,26,5000,Paid,63.57,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-11-2025,27,5000,Paid,67.16,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-12-2025,28,5000,Paid,66.48,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-01-2026,29,5000,Missed,62.83,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-02-2026,30,5000,Missed,62.56,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-03-2026,31,5000,Paid,62.41,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-04-2026,32,5000,Paid,68.36,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-05-2026,33,5000,Paid,67.24,39,Tier 2,Self-Employed,0,
INV10008,SCH114,Corporate Bond Fund,ELSS (Tax Saver),01-06-2026,34,5000,Paid,70.42,39,Tier 2,Self-Employed,0,
INV10009,SCH113,Income Plus Fund,Flexi Cap Equity,01-10-2023,1,1000,Missed,88.99,23,Tier 2,Salaried,1,01-06-2024
INV10009,SCH113,Income Plus Fund,Flexi Cap Equity,01-11-2023,2,1000,Missed,89.52,23,Tier 2,Salaried,1,01-06-2024
INV10009,SCH113,Income Plus Fund,Flexi Cap Equity,01-12-2023,3,1000,Paid,88.21,23,Tier 2,Salaried,1,01-06-2024
INV10009,SCH113,Income Plus Fund,Flexi Cap Equity,01-01-2024,4,1000,Missed,91.56,23,Tier 2,Salaried,1,01-06-2024
INV10009,SCH113,Income Plus Fund,Flexi Cap Equity,01-02-2024,5,1000,Missed,87.16,23,Tier 2,Salaried,1,01-06-2024
INV10009,SCH113,Income Plus Fund,Flexi Cap Equity,01-03-2024,6,1000,Paid,92.53,23,Tier 2,Salaried,1,01-06-2024
INV10009,SCH113,Income Plus Fund,Flexi Cap Equity,01-04-2024,7,1000,Missed,94.95,23,Tier 2,Salaried,1,01-06-2024
